variable_name,type,n_missing,n_non_missing,completeness_pct
Q3.2_23_TEXT - Sentiment Polarity,character,1553,10,0.6
Q3.2_23_TEXT - Sentiment Score,character,1553,10,0.6
Q3.2_23_TEXT - Sentiment,character,1553,10,0.6
Q3.2_23_TEXT - Topics,character,1553,10,0.6
Q5.4_19_TEXT - Actionability,character,1553,10,0.6
Q5.4_19_TEXT - Effort,character,1553,10,0.6
Q5.4_19_TEXT - Effort Numeric,character,1553,10,0.6
Q5.4_19_TEXT - Emotion Intensity,character,1553,10,0.6
Q5.4_19_TEXT - Emotion,character,1553,10,0.6
Q5.4_19_TEXT - Sentiment Polarity,character,1553,10,0.6
Q5.4_19_TEXT - Sentiment Score,character,1553,10,0.6
Q5.4_19_TEXT - Sentiment,character,1553,10,0.6
Q5.4_19_TEXT - Topics,character,1553,10,0.6
Q3.11_16_TEXT,character,1555,8,0.5
Q6.10,character,1555,8,0.5
Q3.11_16_TEXT - Actionability,character,1555,8,0.5
Q3.11_16_TEXT - Effort,character,1555,8,0.5
Q3.11_16_TEXT - Effort Numeric,character,1555,8,0.5
Q3.11_16_TEXT - Emotion Intensity,character,1555,8,0.5
Q3.11_16_TEXT - Emotion,character,1555,8,0.5
Q3.11_16_TEXT - Sentiment Polarity,character,1555,8,0.5
Q3.11_16_TEXT - Sentiment Score,character,1555,8,0.5
Q3.11_16_TEXT - Sentiment,character,1555,8,0.5
Q3.11_16_TEXT - Topics,character,1555,8,0.5
Q6.10 - Actionability,character,1555,8,0.5
Q6.10 - Effort,character,1555,8,0.5
Q6.10 - Effort Numeric,character,1555,8,0.5
Q6.10 - Emotion Intensity,character,1555,8,0.5
Q6.10 - Emotion,character,1555,8,0.5
Q6.10 - Sentiment Polarity,character,1555,8,0.5
Q6.10 - Sentiment Score,character,1555,8,0.5
Q6.10 - Sentiment,character,1555,8,0.5
Q6.10 - Topics,character,1555,8,0.5
Q3.12_19_TEXT,character,1556,7,0.4
Q4.5_14_TEXT,character,1557,6,0.4
Q8.2_18_TEXT,character,1557,6,0.4
Q9.2_18_TEXT,character,1557,6,0.4
Q9.6_17_TEXT,character,1557,6,0.4
Q8.2_18_TEXT - Actionability,character,1557,6,0.4
Q8.2_18_TEXT - Effort,character,1557,6,0.4
Q8.2_18_TEXT - Effort Numeric,character,1557,6,0.4
Q8.2_18_TEXT - Emotion Intensity,character,1557,6,0.4
Q8.2_18_TEXT - Emotion,character,1557,6,0.4
Q8.2_18_TEXT - Sentiment Polarity,character,1557,6,0.4
Q8.2_18_TEXT - Sentiment Score,character,1557,6,0.4
Q8.2_18_TEXT - Sentiment,character,1557,6,0.4
Q8.2_18_TEXT - Topics,character,1557,6,0.4
Q9.2_18_TEXT - Actionability,character,1557,6,0.4
Q9.2_18_TEXT - Effort,character,1557,6,0.4
Q9.2_18_TEXT - Effort Numeric,character,1557,6,0.4
Q9.2_18_TEXT - Emotion Intensity,character,1557,6,0.4
Q9.2_18_TEXT - Emotion,character,1557,6,0.4
Q9.2_18_TEXT - Sentiment Polarity,character,1557,6,0.4
Q9.2_18_TEXT - Sentiment Score,character,1557,6,0.4
Q9.2_18_TEXT - Sentiment,character,1557,6,0.4
Q9.2_18_TEXT - Topics,character,1557,6,0.4
Q9.6_17_TEXT - Actionability,character,1557,6,0.4
Q9.6_17_TEXT - Effort,character,1557,6,0.4
Q9.6_17_TEXT - Effort Numeric,character,1557,6,0.4
Q9.6_17_TEXT - Emotion Intensity,character,1557,6,0.4
Q9.6_17_TEXT - Emotion,character,1557,6,0.4
Q9.6_17_TEXT - Sentiment Polarity,character,1557,6,0.4
Q9.6_17_TEXT - Sentiment Score,character,1557,6,0.4
Q9.6_17_TEXT - Sentiment,character,1557,6,0.4
Q9.6_17_TEXT - Topics,character,1557,6,0.4
Q8.11_12_TEXT - Actionability,character,1557,6,0.4
Q8.11_12_TEXT - Effort,character,1557,6,0.4
Q8.11_12_TEXT - Effort Numeric,character,1557,6,0.4
Q8.11_12_TEXT - Emotion Intensity,character,1557,6,0.4
Q8.11_12_TEXT - Emotion,character,1557,6,0.4
Q8.11_12_TEXT - Sentiment Polarity,character,1557,6,0.4
Q8.11_12_TEXT - Sentiment Score,character,1557,6,0.4
Q8.11_12_TEXT - Sentiment,character,1557,6,0.4
Q8.11_12_TEXT - Topics,character,1557,6,0.4
Q3.12_19_TEXT - Actionability,character,1556,7,0.4
Q3.12_19_TEXT - Effort,character,1556,7,0.4
Q3.12_19_TEXT - Effort Numeric,character,1556,7,0.4
Q3.12_19_TEXT - Emotion Intensity,character,1556,7,0.4
Q3.12_19_TEXT - Emotion,character,1556,7,0.4
Q3.12_19_TEXT - Sentiment Polarity,character,1556,7,0.4
Q3.12_19_TEXT - Sentiment Score,character,1556,7,0.4
Q3.12_19_TEXT - Sentiment,character,1556,7,0.4
Q3.12_19_TEXT - Topics,character,1556,7,0.4
Q4.5_14_TEXT - Actionability,character,1557,6,0.4
Q4.5_14_TEXT - Effort,character,1557,6,0.4
Q4.5_14_TEXT - Effort Numeric,character,1557,6,0.4
Q4.5_14_TEXT - Emotion Intensity,character,1557,6,0.4
Q4.5_14_TEXT - Emotion,character,1557,6,0.4
Q4.5_14_TEXT - Sentiment Polarity,character,1557,6,0.4
Q4.5_14_TEXT - Sentiment Score,character,1557,6,0.4
Q4.5_14_TEXT - Sentiment,character,1557,6,0.4
Q4.5_14_TEXT - Topics,character,1557,6,0.4
Q3.9_9,character,1558,5,0.3
Q3.9_10,character,1558,5,0.3
Q3.9_13,character,1558,5,0.3
Q3.9_14,character,1558,5,0.3
Q4.8_16_TEXT,character,1558,5,0.3
Q7.7_11_TEXT,character,1559,4,0.3
Q7.9_10_TEXT,character,1559,4,0.3
Q8.8_8,character,1559,4,0.3
Q8.8_11,character,1559,4,0.3
Q8.9_8_TEXT,character,1558,5,0.3
Q8.11_12_TEXT,character,1558,5,0.3
Q9.1_16_TEXT,character,1559,4,0.3
Q9.4_15_TEXT,character,1558,5,0.3
Q9.5_16_TEXT,character,1559,4,0.3
Q9.7_12_TEXT,character,1558,5,0.3
Q9.8_11_TEXT,character,1558,5,0.3
Q9.11_12_TEXT,character,1558,5,0.3
Q10.3_17_TEXT,character,1559,4,0.3
Q10.6_17_TEXT,character,1559,4,0.3
Q10.10_13_TEXT,character,1559,4,0.3
Q10.11_12_TEXT,character,1558,5,0.3
Q9.1_16_TEXT - Actionability,character,1559,4,0.3
Q9.1_16_TEXT - Effort,character,1559,4,0.3
Q9.1_16_TEXT - Effort Numeric,character,1559,4,0.3
Q9.1_16_TEXT - Emotion Intensity,character,1559,4,0.3
Q9.1_16_TEXT - Emotion,character,1559,4,0.3
Q9.1_16_TEXT - Sentiment Polarity,character,1559,4,0.3
Q9.1_16_TEXT - Sentiment Score,character,1559,4,0.3
Q9.1_16_TEXT - Sentiment,character,1559,4,0.3
Q9.1_16_TEXT - Topics,character,1559,4,0.3
Q9.4_15_TEXT - Actionability,character,1558,5,0.3
Q9.4_15_TEXT - Effort,character,1558,5,0.3
Q9.4_15_TEXT - Effort Numeric,character,1558,5,0.3
Q9.4_15_TEXT - Emotion Intensity,character,1558,5,0.3
Q9.4_15_TEXT - Emotion,character,1558,5,0.3
Q9.4_15_TEXT - Sentiment Polarity,character,1558,5,0.3
Q9.4_15_TEXT - Sentiment Score,character,1558,5,0.3
Q9.4_15_TEXT - Sentiment,character,1558,5,0.3
Q9.4_15_TEXT - Topics,character,1558,5,0.3
Q9.5_16_TEXT - Actionability,character,1559,4,0.3
Q9.5_16_TEXT - Effort,character,1559,4,0.3
Q9.5_16_TEXT - Effort Numeric,character,1559,4,0.3
Q9.5_16_TEXT - Emotion Intensity,character,1559,4,0.3
Q9.5_16_TEXT - Emotion,character,1559,4,0.3
Q9.5_16_TEXT - Sentiment Polarity,character,1559,4,0.3
Q9.5_16_TEXT - Sentiment Score,character,1559,4,0.3
Q9.5_16_TEXT - Sentiment,character,1559,4,0.3
Q9.5_16_TEXT - Topics,character,1559,4,0.3
Q10.3_17_TEXT - Actionability,character,1559,4,0.3
Q10.3_17_TEXT - Effort,character,1559,4,0.3
Q10.3_17_TEXT - Effort Numeric,character,1559,4,0.3
Q10.3_17_TEXT - Emotion Intensity,character,1559,4,0.3
Q10.3_17_TEXT - Emotion,character,1559,4,0.3
Q10.3_17_TEXT - Sentiment Polarity,character,1559,4,0.3
Q10.3_17_TEXT - Sentiment Score,character,1559,4,0.3
Q10.3_17_TEXT - Sentiment,character,1559,4,0.3
Q10.3_17_TEXT - Topics,character,1559,4,0.3
Q10.6_17_TEXT - Actionability,character,1559,4,0.3
Q10.6_17_TEXT - Effort,character,1559,4,0.3
Q10.6_17_TEXT - Effort Numeric,character,1559,4,0.3
Q10.6_17_TEXT - Emotion Intensity,character,1559,4,0.3
Q10.6_17_TEXT - Emotion,character,1559,4,0.3
Q10.6_17_TEXT - Sentiment Polarity,character,1559,4,0.3
Q10.6_17_TEXT - Sentiment Score,character,1559,4,0.3
Q10.6_17_TEXT - Sentiment,character,1559,4,0.3
Q10.6_17_TEXT - Topics,character,1559,4,0.3
Q7.7_11_TEXT - Actionability,character,1559,4,0.3
Q7.7_11_TEXT - Effort,character,1559,4,0.3
Q7.7_11_TEXT - Effort Numeric,character,1559,4,0.3
Q7.7_11_TEXT - Emotion Intensity,character,1559,4,0.3
Q7.7_11_TEXT - Emotion,character,1559,4,0.3
Q7.7_11_TEXT - Sentiment Polarity,character,1559,4,0.3
Q7.7_11_TEXT - Sentiment Score,character,1559,4,0.3
Q7.7_11_TEXT - Sentiment,character,1559,4,0.3
Q7.7_11_TEXT - Topics,character,1559,4,0.3
Q7.9_10_TEXT - Actionability,character,1559,4,0.3
Q7.9_10_TEXT - Effort,character,1559,4,0.3
Q7.9_10_TEXT - Effort Numeric,character,1559,4,0.3
Q7.9_10_TEXT - Emotion Intensity,character,1559,4,0.3
Q7.9_10_TEXT - Emotion,character,1559,4,0.3
Q7.9_10_TEXT - Sentiment Polarity,character,1559,4,0.3
Q7.9_10_TEXT - Sentiment Score,character,1559,4,0.3
Q7.9_10_TEXT - Sentiment,character,1559,4,0.3
Q7.9_10_TEXT - Topics,character,1559,4,0.3
Q8.9_8_TEXT - Actionability,character,1558,5,0.3
Q8.9_8_TEXT - Effort,character,1558,5,0.3
Q8.9_8_TEXT - Effort Numeric,character,1558,5,0.3
Q8.9_8_TEXT - Emotion Intensity,character,1558,5,0.3
Q8.9_8_TEXT - Emotion,character,1558,5,0.3
Q8.9_8_TEXT - Sentiment Polarity,character,1558,5,0.3
Q8.9_8_TEXT - Sentiment Score,character,1558,5,0.3
Q8.9_8_TEXT - Sentiment,character,1558,5,0.3
Q8.9_8_TEXT - Topics,character,1558,5,0.3
Q9.7_12_TEXT - Actionability,character,1558,5,0.3
Q9.7_12_TEXT - Effort,character,1558,5,0.3
Q9.7_12_TEXT - Effort Numeric,character,1558,5,0.3
Q9.7_12_TEXT - Emotion Intensity,character,1558,5,0.3
Q9.7_12_TEXT - Emotion,character,1558,5,0.3
Q9.7_12_TEXT - Sentiment Polarity,character,1558,5,0.3
Q9.7_12_TEXT - Sentiment Score,character,1558,5,0.3
Q9.7_12_TEXT - Sentiment,character,1558,5,0.3
Q9.7_12_TEXT - Topics,character,1558,5,0.3
Q9.8_11_TEXT - Actionability,character,1558,5,0.3
Q9.8_11_TEXT - Effort,character,1558,5,0.3
Q9.8_11_TEXT - Effort Numeric,character,1558,5,0.3
Q9.8_11_TEXT - Emotion Intensity,character,1558,5,0.3
Q9.8_11_TEXT - Emotion,character,1558,5,0.3
Q9.8_11_TEXT - Sentiment Polarity,character,1558,5,0.3
Q9.8_11_TEXT - Sentiment Score,character,1558,5,0.3
Q9.8_11_TEXT - Sentiment,character,1558,5,0.3
Q9.8_11_TEXT - Topics,character,1558,5,0.3
Q10.10_13_TEXT - Actionability,character,1559,4,0.3
Q10.10_13_TEXT - Effort,character,1559,4,0.3
Q10.10_13_TEXT - Effort Numeric,character,1559,4,0.3
Q10.10_13_TEXT - Emotion Intensity,character,1559,4,0.3
Q10.10_13_TEXT - Emotion,character,1559,4,0.3
Q10.10_13_TEXT - Sentiment Polarity,character,1559,4,0.3
Q10.10_13_TEXT - Sentiment Score,character,1559,4,0.3
Q10.10_13_TEXT - Sentiment,character,1559,4,0.3
Q10.10_13_TEXT - Topics,character,1559,4,0.3
Q9.11_12_TEXT - Actionability,character,1558,5,0.3
Q9.11_12_TEXT - Effort,character,1558,5,0.3
Q9.11_12_TEXT - Effort Numeric,character,1558,5,0.3
Q9.11_12_TEXT - Emotion Intensity,character,1558,5,0.3
Q9.11_12_TEXT - Emotion,character,1558,5,0.3
Q9.11_12_TEXT - Sentiment Polarity,character,1558,5,0.3
Q9.11_12_TEXT - Sentiment Score,character,1558,5,0.3
Q9.11_12_TEXT - Sentiment,character,1558,5,0.3
Q9.11_12_TEXT - Topics,character,1558,5,0.3
Q10.11_12_TEXT - Actionability,character,1558,5,0.3
Q10.11_12_TEXT - Effort,character,1558,5,0.3
Q10.11_12_TEXT - Effort Numeric,character,1558,5,0.3
Q10.11_12_TEXT - Emotion Intensity,character,1558,5,0.3
Q10.11_12_TEXT - Emotion,character,1558,5,0.3
Q10.11_12_TEXT - Sentiment Polarity,character,1558,5,0.3
Q10.11_12_TEXT - Sentiment Score,character,1558,5,0.3
Q10.11_12_TEXT - Sentiment,character,1558,5,0.3
Q10.11_12_TEXT - Topics,character,1558,5,0.3
Q4.8_16_TEXT - Actionability,character,1558,5,0.3
Q4.8_16_TEXT - Effort,character,1558,5,0.3
Q4.8_16_TEXT - Effort Numeric,character,1558,5,0.3
Q4.8_16_TEXT - Emotion Intensity,character,1558,5,0.3
Q4.8_16_TEXT - Emotion,character,1558,5,0.3
Q4.8_16_TEXT - Sentiment Polarity,character,1558,5,0.3
Q4.8_16_TEXT - Sentiment Score,character,1558,5,0.3
Q4.8_16_TEXT - Sentiment,character,1558,5,0.3
Q4.8_16_TEXT - Topics,character,1558,5,0.3
Q4.7_15_TEXT,character,1560,3,0.2
Q4.9_16_TEXT,character,1560,3,0.2
Q6.1_20_TEXT,character,1560,3,0.2
Q6.2_18_TEXT,character,1560,3,0.2
Q6.6_17,character,1560,3,0.2
Q6.6_19,character,1560,3,0.2
Q6.6_20,character,1560,3,0.2
Q6.7_19_TEXT,character,1560,3,0.2
Q6.8_18_TEXT,character,1560,3,0.2
Q7.8_11,character,1560,3,0.2
Q7.8_14,character,1560,3,0.2
Q7.10_11_TEXT,character,1560,3,0.2
Q7.11_12_TEXT,character,1560,3,0.2
Q10.4_18_TEXT,character,1560,3,0.2
Q10.5_16_TEXT,character,1560,3,0.2
Q10.6_13,character,1560,3,0.2
Q10.6_15,character,1560,3,0.2
Q10.7_12_TEXT,character,1560,3,0.2
Q10.8_9_TEXT,character,1560,3,0.2
preferred_fund_type,character,1560,3,0.2
Q10.4_18_TEXT - Actionability,character,1560,3,0.2
Q10.4_18_TEXT - Effort,character,1560,3,0.2
Q10.4_18_TEXT - Effort Numeric,character,1560,3,0.2
Q10.4_18_TEXT - Emotion Intensity,character,1560,3,0.2
Q10.4_18_TEXT - Emotion,character,1560,3,0.2
Q10.4_18_TEXT - Sentiment Polarity,character,1560,3,0.2
Q10.4_18_TEXT - Sentiment Score,character,1560,3,0.2
Q10.4_18_TEXT - Sentiment,character,1560,3,0.2
Q10.4_18_TEXT - Topics,character,1560,3,0.2
Q10.5_16_TEXT - Actionability,character,1560,3,0.2
Q10.5_16_TEXT - Effort,character,1560,3,0.2
Q10.5_16_TEXT - Effort Numeric,character,1560,3,0.2
Q10.5_16_TEXT - Emotion Intensity,character,1560,3,0.2
Q10.5_16_TEXT - Emotion,character,1560,3,0.2
Q10.5_16_TEXT - Sentiment Polarity,character,1560,3,0.2
Q10.5_16_TEXT - Sentiment Score,character,1560,3,0.2
Q10.5_16_TEXT - Sentiment,character,1560,3,0.2
Q10.5_16_TEXT - Topics,character,1560,3,0.2
Q7.10_11_TEXT - Actionability,character,1560,3,0.2
Q7.10_11_TEXT - Effort,character,1560,3,0.2
Q7.10_11_TEXT - Effort Numeric,character,1560,3,0.2
Q7.10_11_TEXT - Emotion Intensity,character,1560,3,0.2
Q7.10_11_TEXT - Emotion,character,1560,3,0.2
Q7.10_11_TEXT - Sentiment Polarity,character,1560,3,0.2
Q7.10_11_TEXT - Sentiment Score,character,1560,3,0.2
Q7.10_11_TEXT - Sentiment,character,1560,3,0.2
Q7.10_11_TEXT - Topics,character,1560,3,0.2
Q10.7_12_TEXT - Actionability,character,1560,3,0.2
Q10.7_12_TEXT - Effort,character,1560,3,0.2
Q10.7_12_TEXT - Effort Numeric,character,1560,3,0.2
Q10.7_12_TEXT - Emotion Intensity,character,1560,3,0.2
Q10.7_12_TEXT - Emotion,character,1560,3,0.2
Q10.7_12_TEXT - Sentiment Polarity,character,1560,3,0.2
Q10.7_12_TEXT - Sentiment Score,character,1560,3,0.2
Q10.7_12_TEXT - Sentiment,character,1560,3,0.2
Q10.7_12_TEXT - Topics,character,1560,3,0.2
Q10.8_9_TEXT - Actionability,character,1560,3,0.2
Q10.8_9_TEXT - Effort,character,1560,3,0.2
Q10.8_9_TEXT - Effort Numeric,character,1560,3,0.2
Q10.8_9_TEXT - Emotion Intensity,character,1560,3,0.2
Q10.8_9_TEXT - Emotion,character,1560,3,0.2
Q10.8_9_TEXT - Sentiment Polarity,character,1560,3,0.2
Q10.8_9_TEXT - Sentiment Score,character,1560,3,0.2
Q10.8_9_TEXT - Sentiment,character,1560,3,0.2
Q10.8_9_TEXT - Topics,character,1560,3,0.2
Q7.11_12_TEXT - Actionability,character,1560,3,0.2
Q7.11_12_TEXT - Effort,character,1560,3,0.2
Q7.11_12_TEXT - Effort Numeric,character,1560,3,0.2
Q7.11_12_TEXT - Emotion Intensity,character,1560,3,0.2
Q7.11_12_TEXT - Emotion,character,1560,3,0.2
Q7.11_12_TEXT - Sentiment Polarity,character,1560,3,0.2
Q7.11_12_TEXT - Sentiment Score,character,1560,3,0.2
Q7.11_12_TEXT - Sentiment,character,1560,3,0.2
Q7.11_12_TEXT - Topics,character,1560,3,0.2
Q4.7_15_TEXT - Actionability,character,1560,3,0.2
Q4.7_15_TEXT - Effort,character,1560,3,0.2
Q4.7_15_TEXT - Effort Numeric,character,1560,3,0.2
Q4.7_15_TEXT - Emotion Intensity,character,1560,3,0.2
Q4.7_15_TEXT - Emotion,character,1560,3,0.2
Q4.7_15_TEXT - Sentiment Polarity,character,1560,3,0.2
Q4.7_15_TEXT - Sentiment Score,character,1560,3,0.2
Q4.7_15_TEXT - Sentiment,character,1560,3,0.2
Q4.7_15_TEXT - Topics,character,1560,3,0.2
Q4.9_16_TEXT - Actionability,character,1560,3,0.2
Q4.9_16_TEXT - Effort,character,1560,3,0.2
Q4.9_16_TEXT - Effort Numeric,character,1560,3,0.2
Q4.9_16_TEXT - Emotion Intensity,character,1560,3,0.2
Q4.9_16_TEXT - Emotion,character,1560,3,0.2
Q4.9_16_TEXT - Sentiment Polarity,character,1560,3,0.2
Q4.9_16_TEXT - Sentiment Score,character,1560,3,0.2
Q4.9_16_TEXT - Sentiment,character,1560,3,0.2
Q4.9_16_TEXT - Topics,character,1560,3,0.2
Q6.1_20_TEXT - Actionability,character,1560,3,0.2
Q6.1_20_TEXT - Effort,character,1560,3,0.2
Q6.1_20_TEXT - Effort Numeric,character,1560,3,0.2
Q6.1_20_TEXT - Emotion Intensity,character,1560,3,0.2
Q6.1_20_TEXT - Emotion,character,1560,3,0.2
Q6.1_20_TEXT - Sentiment Polarity,character,1560,3,0.2
Q6.1_20_TEXT - Sentiment Score,character,1560,3,0.2
Q6.1_20_TEXT - Sentiment,character,1560,3,0.2
Q6.1_20_TEXT - Topics,character,1560,3,0.2
Q6.2_18_TEXT - Actionability,character,1560,3,0.2
Q6.2_18_TEXT - Effort,character,1560,3,0.2
Q6.2_18_TEXT - Effort Numeric,character,1560,3,0.2
Q6.2_18_TEXT - Emotion Intensity,character,1560,3,0.2
Q6.2_18_TEXT - Emotion,character,1560,3,0.2
Q6.2_18_TEXT - Sentiment Polarity,character,1560,3,0.2
Q6.2_18_TEXT - Sentiment Score,character,1560,3,0.2
Q6.2_18_TEXT - Sentiment,character,1560,3,0.2
Q6.2_18_TEXT - Topics,character,1560,3,0.2
Q6.7_19_TEXT - Actionability,character,1560,3,0.2
Q6.7_19_TEXT - Effort,character,1560,3,0.2
Q6.7_19_TEXT - Effort Numeric,character,1560,3,0.2
Q6.7_19_TEXT - Emotion Intensity,character,1560,3,0.2
Q6.7_19_TEXT - Emotion,character,1560,3,0.2
Q6.7_19_TEXT - Sentiment Polarity,character,1560,3,0.2
Q6.7_19_TEXT - Sentiment Score,character,1560,3,0.2
Q6.7_19_TEXT - Sentiment,character,1560,3,0.2
Q6.7_19_TEXT - Topics,character,1560,3,0.2
Q6.8_18_TEXT - Actionability,character,1560,3,0.2
Q6.8_18_TEXT - Effort,character,1560,3,0.2
Q6.8_18_TEXT - Effort Numeric,character,1560,3,0.2
Q6.8_18_TEXT - Emotion Intensity,character,1560,3,0.2
Q6.8_18_TEXT - Emotion,character,1560,3,0.2
Q6.8_18_TEXT - Sentiment Polarity,character,1560,3,0.2
Q6.8_18_TEXT - Sentiment Score,character,1560,3,0.2
Q6.8_18_TEXT - Sentiment,character,1560,3,0.2
Q6.8_18_TEXT - Topics,character,1560,3,0.2
Q4.10_17_TEXT,character,1561,2,0.1
Q6.5_20_TEXT,character,1561,2,0.1
Q6.9_18_TEXT,character,1561,2,0.1
Q7.1_20_TEXT,character,1561,2,0.1
Q7.3_6_TEXT,character,1561,2,0.1
Q7.6_11_TEXT,character,1561,2,0.1
AIM,character,1561,2,0.1
last_update_date,character,1561,2,0.1
lp_type,character,1561,2,0.1
num_commitments,character,1561,2,0.1
preferred_geography_short,character,1561,2,0.1
Q7.1_20_TEXT - Actionability,character,1561,2,0.1
Q7.1_20_TEXT - Effort,character,1561,2,0.1
Q7.1_20_TEXT - Effort Numeric,character,1561,2,0.1
Q7.1_20_TEXT - Emotion Intensity,character,1561,2,0.1
Q7.1_20_TEXT - Emotion,character,1561,2,0.1
Q7.1_20_TEXT - Parent Topics,character,1561,2,0.1
Q7.1_20_TEXT - Sentiment Polarity,character,1561,2,0.1
Q7.1_20_TEXT - Sentiment Score,character,1561,2,0.1
Q7.1_20_TEXT - Sentiment,character,1561,2,0.1
Q7.1_20_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q7.1_20_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q7.1_20_TEXT - Topics,character,1561,2,0.1
Q7.2 - Parent Topics,character,1561,2,0.1
Q7.2 - Topic Sentiment Label,character,1561,2,0.1
Q7.2 - Topic Sentiment Score,character,1561,2,0.1
Q7.3_11_TEXT - Actionability,character,1561,2,0.1
Q7.3_11_TEXT - Effort,character,1561,2,0.1
Q7.3_11_TEXT - Effort Numeric,character,1561,2,0.1
Q7.3_11_TEXT - Emotion Intensity,character,1561,2,0.1
Q7.3_11_TEXT - Emotion,character,1561,2,0.1
Q7.3_11_TEXT - Parent Topics,character,1561,2,0.1
Q7.3_11_TEXT - Sentiment Polarity,character,1561,2,0.1
Q7.3_11_TEXT - Sentiment Score,character,1561,2,0.1
Q7.3_11_TEXT - Sentiment,character,1561,2,0.1
Q7.3_11_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q7.3_11_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q7.3_11_TEXT - Topics,character,1561,2,0.1
Q7.5 - Parent Topics,character,1561,2,0.1
Q7.5 - Topic Sentiment Label,character,1561,2,0.1
Q7.5 - Topic Sentiment Score,character,1561,2,0.1
Q7.6_11_TEXT - Actionability,character,1561,2,0.1
Q7.6_11_TEXT - Effort,character,1561,2,0.1
Q7.6_11_TEXT - Effort Numeric,character,1561,2,0.1
Q7.6_11_TEXT - Emotion Intensity,character,1561,2,0.1
Q7.6_11_TEXT - Emotion,character,1561,2,0.1
Q7.6_11_TEXT - Parent Topics,character,1561,2,0.1
Q7.6_11_TEXT - Sentiment Polarity,character,1561,2,0.1
Q7.6_11_TEXT - Sentiment Score,character,1561,2,0.1
Q7.6_11_TEXT - Sentiment,character,1561,2,0.1
Q7.6_11_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q7.6_11_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q7.6_11_TEXT - Topics,character,1561,2,0.1
Q8.1 - Parent Topics,character,1561,2,0.1
Q8.1 - Topic Sentiment Label,character,1561,2,0.1
Q8.1 - Topic Sentiment Score,character,1561,2,0.1
Q8.2_18_TEXT - Parent Topics,character,1561,2,0.1
Q8.2_18_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q8.2_18_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q8.4_18_TEXT - Parent Topics,character,1561,2,0.1
Q8.4_18_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q8.4_18_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q8.5_18_TEXT - Parent Topics,character,1561,2,0.1
Q8.5_18_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q8.5_18_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q9.1_16_TEXT - Parent Topics,character,1561,2,0.1
Q9.1_16_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q9.1_16_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q9.2_18_TEXT - Parent Topics,character,1561,2,0.1
Q9.2_18_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q9.2_18_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q9.4_15_TEXT - Parent Topics,character,1561,2,0.1
Q9.4_15_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q9.4_15_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q9.5_16_TEXT - Parent Topics,character,1561,2,0.1
Q9.5_16_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q9.5_16_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q9.6_17_TEXT - Parent Topics,character,1561,2,0.1
Q9.6_17_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q9.6_17_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q10.3_17_TEXT - Parent Topics,character,1561,2,0.1
Q10.3_17_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q10.3_17_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q10.4_18_TEXT - Parent Topics,character,1561,2,0.1
Q10.4_18_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q10.4_18_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q10.5_16_TEXT - Parent Topics,character,1561,2,0.1
Q10.5_16_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q10.5_16_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q10.6_17_TEXT - Parent Topics,character,1561,2,0.1
Q10.6_17_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q10.6_17_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q12.1_16_TEXT - Parent Topics,character,1561,2,0.1
Q12.1_16_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q12.1_16_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q2.1_12_TEXT - Parent Topics,character,1561,2,0.1
Q2.1_12_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q2.1_12_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q2.2_10_TEXT - Parent Topics,character,1561,2,0.1
Q2.2_10_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q2.2_10_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q3.9_16_TEXT - Parent Topics,character,1561,2,0.1
Q3.9_16_TEXT - Topic Sentiment Label,character,1561,2,0.1
