respondent_id,role_raw,role_other,role_raw_norm,role_other_norm,needs_harmonization,preliminary_category,final_category_appendix_j
RESP_dbe66ac353,Other (please specify),Investment Banking Firm,other please specify,investment banking firm,TRUE,Investment and Financial Services,Investment and Financial Services
RESP_dbff800729,Other (please specify),Lawyer,other please specify,lawyer,TRUE,Legal Services,Legal Services
RESP_dcdecf055d,Other (please specify),Investment Consultant,other please specify,investment consultant,TRUE,Business Consulting and Advisory,Business Consulting and Advisory
RESP_dd3d4f8504,Other (please specify),Venture studio,other please specify,venture studio,TRUE,Miscellaneous and Individual Respondents,Business Consulting and Advisory
RESP_dee92939ab,Other (please specify),Lawyer,other please specify,lawyer,TRUE,Legal Services,Legal Services
RESP_df3a47b9c1,Other (please specify),Green Guarantee Company,other please specify,green guarantee company,TRUE,Corporate Entities,Corporate Entities
RESP_df7cca6033,Other (please specify),Industrial Conglomerate,other please specify,industrial conglomerate,TRUE,Manufacturing and Industrial,Manufacturing and Industrial
RESP_e142994dd2,Other (please specify),Pension fund,other please specify,pension fund,TRUE,Investment and Financial Services,Investment and Financial Services
RESP_e1af600a0d,Other (please specify),MY firm is a hybrid of VC/PE/FO,other please specify,my firm is a hybrid of vc pe fo,TRUE,Venture Capital Firm,Venture Capital Firm
RESP_e22909e60d,Other (please specify),Commercial Property Developer,other please specify,commercial property developer,TRUE,Real Estate and Property,Real Estate and Property
RESP_e258b350d2,Other (please specify),independent consultant,other please specify,independent consultant,TRUE,Business Consulting and Advisory,Business Consulting and Advisory
RESP_e393df5f83,Other (please specify),Asset Manager,other please specify,asset manager,TRUE,Investment and Financial Services,Investment and Financial Services
RESP_e525dd6b19,Other (please specify),Attorney,other please specify,attorney,TRUE,Legal Services,Legal Services
RESP_e5a0737c7f,Other (please specify),lawyer,other please specify,lawyer,TRUE,Legal Services,Legal Services
RESP_e7122dadd5,Other (please specify),japanese enterprise,other please specify,japanese enterprise,TRUE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_e73a3c1f2b,Other (please specify),Institutional capital raise advisory & brokers,other please specify,institutional capital raise advisory brokers,TRUE,Business Consulting and Advisory,Business Consulting and Advisory
RESP_e7d422291f,Other (please specify),Government Organisation,other please specify,government organisation,TRUE,Government Funding Agency,Government Funding Agency
RESP_e7d9b23410,Other (please specify),Ceo of trading company,other please specify,ceo of trading company,TRUE,Corporate Entities,Corporate Entities
RESP_e86f786a24,Other (please specify),A publicly owned development finance institution,other please specify,a publicly owned development finance institution,TRUE,Government Funding Agency,Government Funding Agency
RESP_eb59a93321,Other (please specify),Investment Banking,other please specify,investment banking,TRUE,Investment and Financial Services,Investment and Financial Services
RESP_eba309b940,Other (please specify),ESG team at an asset owner,other please specify,esg team at an asset owner,TRUE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_ec5456bf8e,Other (please specify),Independent power producer,other please specify,independent power producer,TRUE,Energy and Infrastructure,Energy and Infrastructure
RESP_ec7109ef48,Other (please specify),CEO building company,other please specify,ceo building company,TRUE,Real Estate and Property,Real Estate and Property
RESP_ecda15cde2,Other (please specify),Press Office,other please specify,press office,TRUE,Media and Communication,Media and Communication
RESP_ece1ebfaae,Other (please specify),Director in Climate Consulting and Project Organisation,other please specify,director in climate consulting and project organisation,TRUE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_ed1945b998,Other (please specify),Attorney,other please specify,attorney,TRUE,Legal Services,Legal Services
RESP_ee672d2636,Other (please specify),Investment Banking,other please specify,investment banking,TRUE,Investment and Financial Services,Investment and Financial Services
RESP_f0ab1038c4,Other (please specify),Law firm focused on impact finance.,other please specify,law firm focused on impact finance,TRUE,Legal Services,Legal Services
RESP_f0c2a617d3,Other (please specify),M&A advisor,other please specify,m a advisor,TRUE,Business Consulting and Advisory,Business Consulting and Advisory
RESP_f16d42129b,Other (please specify),Private Bank,other please specify,private bank,TRUE,Investment and Financial Services,Investment and Financial Services
RESP_f17790ae5c,Other (please specify),Investment Bank raising capital for climate-change impact companies,other please specify,investment bank raising capital for climate change impact companies,TRUE,Investment and Financial Services,Investment and Financial Services
RESP_f20aef64c1,Other (please specify),Industrial in Paper and packaging,other please specify,industrial in paper and packaging,TRUE,Manufacturing and Industrial,Manufacturing and Industrial
RESP_f31bc16d8c,Other (please specify),Investment Banking,other please specify,investment banking,TRUE,Investment and Financial Services,Investment and Financial Services
RESP_f352bd481f,Other (please specify),Biotech company,other please specify,biotech company,TRUE,Technology and Software,Technology and Software
RESP_f3604496f7,Other (please specify),Mfg Company,other please specify,mfg company,TRUE,Corporate Entities,Corporate Entities
RESP_f3921a70c8,Other (please specify),Limited Company,other please specify,limited company,TRUE,Corporate Entities,Corporate Entities
RESP_f3b2a69180,Other (please specify),Investor Relations Advisor,other please specify,investor relations advisor,TRUE,Business Consulting and Advisory,Business Consulting and Advisory
RESP_f406923fa4,Other (please specify),Entrepreneur offering sustainable products,other please specify,entrepreneur offering sustainable products,TRUE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_f4e2f77693,Other (please specify),Technology companiy owner,other please specify,technology companiy owner,TRUE,Technology and Software,Technology and Software
RESP_f5842d2a83,Other (please specify),Group Sustainability Officer,other please specify,group sustainability officer,TRUE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_f6862468aa,Other (please specify),Think tank,other please specify,think tank,TRUE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_f7c43881b1,Other (please specify),Multi-employer Pension Scheme,other please specify,multi employer pension scheme,TRUE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_f90a56456a,Other (please specify),Attorney,other please specify,attorney,TRUE,Legal Services,Legal Services
RESP_fb21efc1e0,Other (please specify),"Mining company, CEO",other please specify,mining company ceo,TRUE,Corporate Entities,Corporate Entities
RESP_fbb917fa93,Other (please specify),B-Corp Business Owner,other please specify,b corp business owner,TRUE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_fc1d98a83e,Other (please specify),Asset manager - private debt,other please specify,asset manager private debt,TRUE,Investment and Financial Services,Investment and Financial Services
RESP_fc865163e5,Other (please specify),Insurance chairman,other please specify,insurance chairman,TRUE,Investment and Financial Services,Investment and Financial Services
RESP_fcb69efe08,Other (please specify),Bank,other please specify,bank,TRUE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_fcf45c0509,Other (please specify),Consulting,other please specify,consulting,TRUE,Business Consulting and Advisory,Business Consulting and Advisory
RESP_fd83508ada,Other (please specify),consultant agency,other please specify,consultant agency,TRUE,Government Funding Agency,Government Funding Agency
RESP_fdb4b57626,Other (please specify),LAW & TAX FIRM,other please specify,law tax firm,TRUE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_fdd56fe5e6,Other (please specify),Start-up/Scale-up company,other please specify,start up scale up company,TRUE,Corporate Entities,Corporate Entities
RESP_fddf7837de,Other (please specify),consultant specialized in green industry,other please specify,consultant specialized in green industry,TRUE,Business Consulting and Advisory,Business Consulting and Advisory
RESP_00181936fc,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_0026a25072,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_00abe66da5,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_00ba9cce62,Philanthropic Organization,NA,philanthropic organization,NA,FALSE,Philanthropic Organization,Philanthropic Organization
RESP_00d4939cc2,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_00dcf9090b,Nonprofit Organization,NA,nonprofit organization,NA,FALSE,Nonprofit Organization,Nonprofit Organization
RESP_00ebb4007a,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_00fa1a64d6,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_012d4ce341,Limited Partner,NA,limited partner,NA,FALSE,Limited Partner,Limited Partner
RESP_0169a8b441,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_018273c111,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_01c06eccd7,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_01d271ee07,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_0216c45e14,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_0226625b7e,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_02b7f99bd6,Family Office: Private wealth management advisory firms serving ultra-high-net-worth individuals or families.,NA,family office private wealth management advisory firms serving ultra high net worth individuals or families,NA,FALSE,Family Office,Family Office
RESP_02bc514727,Academic or Research Institution,NA,academic or research institution,NA,FALSE,Academic or Research Institution,Academic or Research Institution
RESP_02beeda1ff,Corporate Venture Arm,NA,corporate venture arm,NA,FALSE,Corporate Venture Arm,Corporate Venture Arm
RESP_02d18dedac,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_03a347aede,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_03cb2edf89,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_03ee1793f2,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_0438478bb6,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_04c653fd78,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_04d0337e54,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_04f7c360c8,Corporate Venture Arm,NA,corporate venture arm,NA,FALSE,Corporate Venture Arm,Corporate Venture Arm
RESP_05056a1232,Family Office: Private wealth management advisory firms serving ultra-high-net-worth individuals or families.,NA,family office private wealth management advisory firms serving ultra high net worth individuals or families,NA,FALSE,Family Office,Family Office
RESP_052e6c1ebe,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_053e361deb,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_05614d27a7,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_056f69cf28,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_05876cef30,Limited Partner,NA,limited partner,NA,FALSE,Limited Partner,Limited Partner
RESP_059fe4816e,High Net-Worth Individual,NA,high net worth individual,NA,FALSE,High Net-Worth Individual,High Net-Worth Individual
RESP_05c0de8f6f,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_05e6e22c22,Limited Partner,NA,limited partner,NA,FALSE,Limited Partner,Limited Partner
RESP_05fd8d041f,Government Funding Agency,NA,government funding agency,NA,FALSE,Government Funding Agency,Government Funding Agency
RESP_0617116ef2,Nonprofit Organization,NA,nonprofit organization,NA,FALSE,Nonprofit Organization,Nonprofit Organization
RESP_064f2aa00b,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_0678c4fe40,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_0687bc3cac,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_06d90ab929,High Net-Worth Individual,NA,high net worth individual,NA,FALSE,High Net-Worth Individual,High Net-Worth Individual
RESP_06fdb64664,Corporate Venture Arm,NA,corporate venture arm,NA,FALSE,Corporate Venture Arm,Corporate Venture Arm
RESP_070dae545e,Corporate Venture Arm,NA,corporate venture arm,NA,FALSE,Corporate Venture Arm,Corporate Venture Arm
RESP_078a44e61d,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_07b66436e6,High Net-Worth Individual,NA,high net worth individual,NA,FALSE,High Net-Worth Individual,High Net-Worth Individual
RESP_0869ce177f,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_08deea7c82,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_08f80ec91c,High Net-Worth Individual,NA,high net worth individual,NA,FALSE,High Net-Worth Individual,High Net-Worth Individual
RESP_0939f6525c,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_0947114af8,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_0948684df9,Academic or Research Institution,NA,academic or research institution,NA,FALSE,Academic or Research Institution,Academic or Research Institution
RESP_0969962b89,Corporate Venture Arm,NA,corporate venture arm,NA,FALSE,Corporate Venture Arm,Corporate Venture Arm
RESP_09b377a504,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_09bac3bb6c,Government Funding Agency,NA,government funding agency,NA,FALSE,Government Funding Agency,Government Funding Agency
RESP_09ec1a27ea,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_0a9e6d66f2,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_0ab10865ef,"ESG Investor: Investors focusing on environmental, social, and governance factors.",NA,esg investor investors focusing on environmental social and governance factors,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_0ae155acbe,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_0b722bda19,Limited Partner,NA,limited partner,NA,FALSE,Limited Partner,Limited Partner
RESP_0b9f55935e,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_0bba683697,Angel Investor,NA,angel investor,NA,FALSE,Angel Investor,Angel Investor
RESP_0c295a6351,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_0e0d6fbe8b,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_0e78c420f8,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_0f110905fb,High Net-Worth Individual,NA,high net worth individual,NA,FALSE,High Net-Worth Individual,High Net-Worth Individual
RESP_0f242b6f07,High Net-Worth Individual,NA,high net worth individual,NA,FALSE,High Net-Worth Individual,High Net-Worth Individual
RESP_0f363dc19d,Corporate Venture Arm,NA,corporate venture arm,NA,FALSE,Corporate Venture Arm,Corporate Venture Arm
RESP_0f73e9a4d2,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_0fedc4b527,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_1006cdbf42,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_100c2d9b87,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_101d549dbd,Philanthropic Organization,NA,philanthropic organization,NA,FALSE,Philanthropic Organization,Philanthropic Organization
RESP_1031c57015,Angel Investor,NA,angel investor,NA,FALSE,Angel Investor,Angel Investor
RESP_10728ef2ab,Limited Partner,NA,limited partner,NA,FALSE,Limited Partner,Limited Partner
RESP_10a2605f8e,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_1136730faf,Angel Investor,NA,angel investor,NA,FALSE,Angel Investor,Angel Investor
RESP_11641f51d7,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_1164b5652c,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_118669b328,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_1187e600df,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_11980fd523,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_11b90b72d6,Limited Partner,NA,limited partner,NA,FALSE,Limited Partner,Limited Partner
RESP_11cc0ed0a0,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_11f49dbd61,Limited Partner,NA,limited partner,NA,FALSE,Limited Partner,Limited Partner
RESP_1206e26d5b,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_12770c0cc7,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_12f11b4ed9,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_13262c974c,Nonprofit Organization,NA,nonprofit organization,NA,FALSE,Nonprofit Organization,Nonprofit Organization
RESP_13ea918ce7,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_14037828ec,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_14aa2477fd,Limited Partner,NA,limited partner,NA,FALSE,Limited Partner,Limited Partner
RESP_14ad1a7bd8,"ESG Investor: Investors focusing on environmental, social, and governance factors.",NA,esg investor investors focusing on environmental social and governance factors,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_14b0e47cd4,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_150a200d20,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_15f5405820,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_16a1e25094,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_16bfff9f8f,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_16cb479a06,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_17109edb6f,Government Funding Agency,NA,government funding agency,NA,FALSE,Government Funding Agency,Government Funding Agency
RESP_17181f0ae4,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_171a5a1a4b,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_17863043cd,Academic or Research Institution,NA,academic or research institution,NA,FALSE,Academic or Research Institution,Academic or Research Institution
RESP_17e5e2288b,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_180d60dcec,Nonprofit Organization,NA,nonprofit organization,NA,FALSE,Nonprofit Organization,Nonprofit Organization
RESP_182dbb67ca,Academic or Research Institution,NA,academic or research institution,NA,FALSE,Academic or Research Institution,Academic or Research Institution
RESP_1869631390,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_188442a812,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_1897a34326,Limited Partner,NA,limited partner,NA,FALSE,Limited Partner,Limited Partner
RESP_18b482e6d4,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_18b86a1ada,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_18baaf5218,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_19498722b2,High Net-Worth Individual,NA,high net worth individual,NA,FALSE,High Net-Worth Individual,High Net-Worth Individual
RESP_194d45ddb3,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_196ac2a7cb,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_1978b23ce5,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_19ca7157a9,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_19cccf11ed,"ESG Investor: Investors focusing on environmental, social, and governance factors.",NA,esg investor investors focusing on environmental social and governance factors,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_1a43abb9fc,High Net-Worth Individual,NA,high net worth individual,NA,FALSE,High Net-Worth Individual,High Net-Worth Individual
RESP_1a4fed20d6,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_1a5896ec83,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_1b458baa6a,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_1b4d0ebfaa,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_1b50bb1b72,Limited Partner,NA,limited partner,NA,FALSE,Limited Partner,Limited Partner
RESP_1b93fb0b45,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_1bbe364735,Government Funding Agency,NA,government funding agency,NA,FALSE,Government Funding Agency,Government Funding Agency
RESP_1c17c90c35,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_1c689d9ec6,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_1c6a8d2118,Family Office: Private wealth management advisory firms serving ultra-high-net-worth individuals or families.,NA,family office private wealth management advisory firms serving ultra high net worth individuals or families,NA,FALSE,Family Office,Family Office
RESP_1c744c83bd,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_1cb973531e,Family Office: Private wealth management advisory firms serving ultra-high-net-worth individuals or families.,NA,family office private wealth management advisory firms serving ultra high net worth individuals or families,NA,FALSE,Family Office,Family Office
RESP_1d5a701d2c,Philanthropic Organization,NA,philanthropic organization,NA,FALSE,Philanthropic Organization,Philanthropic Organization
RESP_1d5e934bf9,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_1d70ecf21e,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_1d97e347c1,Academic or Research Institution,NA,academic or research institution,NA,FALSE,Academic or Research Institution,Academic or Research Institution
RESP_1e9380f891,Philanthropic Organization,NA,philanthropic organization,NA,FALSE,Philanthropic Organization,Philanthropic Organization
RESP_1e97550d66,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_1e9c0b7ef4,"ESG Investor: Investors focusing on environmental, social, and governance factors.",NA,esg investor investors focusing on environmental social and governance factors,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_1f06e48ace,Corporate Venture Arm,NA,corporate venture arm,NA,FALSE,Corporate Venture Arm,Corporate Venture Arm
RESP_1f3a2fdde2,Limited Partner,NA,limited partner,NA,FALSE,Limited Partner,Limited Partner
RESP_1f951dd7a1,Nonprofit Organization,NA,nonprofit organization,NA,FALSE,Nonprofit Organization,Nonprofit Organization
RESP_1fc4f7260c,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_201b29bdbe,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_20befed709,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_20e950b4bf,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_2168c10a0a,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_219b6a8e16,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
